1,0
2,1
3,1
4,1
5,1
6,2
7,2
8,4
9,4
10,6
11,6
12,8
13,10
14,14
15,18
16,24
17,29
18,36
19,44
20,58
21,71
22,90
23,112
24,132
25,168
26,215
27,238
28,312
29,313
30,413
31,548
32,509
33,695
34,623
35,822
36,1128
37,894
38,1272
39,1795
40,1342
41,1923
42,1308
43,1954
44,2880
45,1866
46,2819
47,2110
48,2615
49,4021
50,2305
51,3645
52,4756
53,3136
54,5030
55,2566
56,4247
57,6880
58,3401
59,5690
60,3056
61,4529
62,7666
63,3493
64,6048
65,8232
66,4586
67,8028
68,3365
69,6031
70,10624
71,4403
72,7941
73,3080
74,5696
75,10380
76,3998
77,7474
78,9271
79,5231
80,9785
81,3599
82,6873
83,11586
84,4698
85,9034
86,3142
87,6142
88,11829
89,4091
90,8021
91,6368
92,5352
93,10476
94,3406
95,6861
96,12169
97,4500
98,9049
99,2912
100,5891
101,11781
102,3824
103,7794
104,2415
105,4977
106,10146
107,3162
108,6551
109,9342
110,4196
111,8665
112,2695
113,5549
114,11099
115,3535
116,7321
117,2242
118,4693
119,9715
120,3014
121,6292
122,7542
123,3977
124,8214
125,2572
126,5300
127,10392
128,3448
129,7133
130,2309
131,4670
132,9556
133,3125
134,6324
135,2101
136,4211
137,8516
138,2834
139,5653
140,9704
141,3774
142,7589
143,2602
144,5108
145,10163
146,3464
147,6822
148,2328
149,4625
150,9205
151,3096
152,6122
153,7045
154,4064
155,8119
156,2667
157,5400
158,10620
159,3567
160,7219
161,2304
162,4733
163,9527
164,3006
165,6177
166,2524
167,4045
168,8228
169,2582
170,5342
171,10626
172,3370
173,7000
174,2082
175,4454
176,9236
177,2736
178,5830
179,1683
180,3633
181,7673
182,2250
183,4814
184,7317
185,2972
186,6317
187,1790
188,3907
189,8243
190,2377
191,5112
192,1398
193,3091
194,6762
195,1857
196,4104
197,1610
198,2467
199,5497
200,1475
201,3332
202,7191
203,1914
204,4365
205,1065
206,2528
207,5728
208,1441
209,3355
210,797
211,1908
212,4440
213,1027
214,2508
215,5359
216,1411
217,3351
218,747
219,1849
220,4387
221,1001
222,2468
223,536
224,1354
225,3299
226,732
227,1820
228,938
229,966
230,2413
231,497
232,1318
233,3252
234,695
235,1816
236,363
237,948
238,2441
239,503
240,1303
241,245
242,687
243,1780
244,361
245,958
246,2349
247,539
248,1344
249,273
250,728
251,1864
252,386
253,988
254,192
255,535
256,1360
257,283
258,746
259,708
260,386
261,1017
262,192
263,545
264,1381
265,291
266,776
267,139
268,400
269,1060
270,205
271,564
272,101
273,306
274,797
275,166
276,416
277,1035
278,221
279,570
280,106
281,299
282,814
283,144
284,417
285,65
286,204
287,569
288,93
289,282
290,470
291,136
292,397
293,59
294,190
295,551
296,81
297,261
298,40
299,129
300,389
301,67
302,207
303,34
304,103
305,297
306,55
307,160
308,411
309,80
310,233
311,42
312,118
313,334
314,55
315,159
316,25
317,78
318,232
319,32
320,111
321,226
322,51
323,139
324,23
325,66
326,208
327,35
328,98
329,21
330,51
331,149
332,25
333,67
334,32
335,36
336,101
337,14
338,47
339,149
340,18
341,65
342,11
343,37
344,105
345,15
346,48
347,4
348,22
349,73
350,8
351,31
352,100
353,17
354,51
355,7
356,22
357,67
358,8
359,36
360,2
361,15
362,51
363,2
364,17
365,12
366,6
367,23
368,4
369,17
370,48
371,8
372,24
373,2
374,10
375,33
376,2
377,11
378,0
379,5
380,23
381,1
382,9
383,34
384,3
385,14
386,1
387,7
388,22
389,3
390,6
391,2
392,4
393,11
394,1
395,3
396,7
397,2
398,4
399,2
400,1
401,8
402,1
403,2
404,0
405,1
406,6
407,1
408,3
409,0
410,1
411,4
412,1
413,1
414,8
415,2
416,3
417,3
418,1
419,5
420,2
421,2
422,1
423,3
424,5
425,1
426,2
427,3
428,1
429,1
430,1
431,0
432,3
433,0
434,1
435,0
436,1
437,4
438,0
439,1
440,0
441,1
442,2
443,1
444,2
445,4
446,0
447,1
448,0
449,1
450,3
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,1
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,2
469,0
470,1
471,0
472,0
473,0
474,0
475,0
476,2
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,1
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
