1000000,1,12.790190925
1000000,1,12.744538263
1000000,5,27.693732234
1000000,5,27.633038919
1000000,10,19.145913695
1000000,10,19.076696042
1000000,15,14.612958036
1000000,15,14.599765853
1000000,20,14.165889966
1000000,20,14.184575163
1000000,25,14.150781280
1000000,25,14.138160028
1000000,30,14.131724229
1000000,30,14.129117784
